0,0,0.000339438,1.93264E-06,54418
0,0.00025,0.000365331,1.915E-06,57666
0,0.0005,0.000381883,1.86669E-06,60166
0,0.00075,0.000382785,1.76813E-06,61249
0,0.001,0.000317913,1.77062E-06,58279
0,0.00125,0.000216782,3.29821E-06,25180
0,0.0015,0.000183511,3.06667E-06,24317
0,0.00175,0.000170541,3.03372E-06,23223
0,0.002,0.000166156,3.01989E-06,23358
0,0.00225,0.000307108,2.86998E-06,39211
0,0.0025,0.000287627,2.86368E-06,38038
0,0.00275,0.000335977,6.93885E-07,38147
0,0.003,0.000348526,1.13256E-06,39336
0,0.00325,0.000360742,1.08669E-06,40346
0,0.0035,0.00036919,1.08589E-06,40579
0,0.00375,0.00025457,1.68357E-06,27379
0,0.004,0.000257282,1.72214E-06,27296
0,0.00425,0.000154484,1.69122E-06,20264
0,0.0045,0.000145878,1.35366E-06,19847
0,0.00475,0.000137215,1.3658E-06,19280
0,0.005,0.00013913,1.44605E-06,19275
0,0.00525,0.000123579,1.35558E-06,18003
0,0.0055,0.000122461,1.29888E-06,19539
0,0.00575,0.000124167,1.3068E-06,20192
0,0.006,0.000127833,1.32867E-06,20940
0,0.00625,0.000134484,1.35382E-06,22082
0,0.0065,0.000131773,1.26834E-06,22654
0,0.00675,0.000134091,1.21504E-06,25756
0,0.007,0.00013027,1.22622E-06,24590
0,0.00725,0.000125029,1.20635E-06,24240
0,0.0075,0.000115299,1.11921E-06,23676
0,0.00775,0.0001076,9.82049E-07,23872
0,0.008,0.000101124,9.00158E-07,23657
0,0.00825,8.98289E-05,8.32807E-07,20323
0,0.0085,8.58712E-05,7.30485E-07,20128
0,0.00875,9.26353E-05,1.0069E-06,20423
0,0.009,9.66181E-05,1.0369E-06,20754
0,0.00925,9.56481E-05,1.06768E-06,20003
0,0.0095,0.000109609,1.11819E-06,22491
0,0.00975,0.000125813,1.13465E-06,25863
0,0.01,0.000148881,1.14671E-06,30215
0,0.01025,0.000163505,8.58763E-07,34428
0,0.0105,0.000221694,4.31062E-07,47486
0,0.01075,0.000243951,-NAN,52219
0,0.011,0.000252209,-NAN,54893
0,0.01125,0.000254495,-NAN,55792
0,0.0115,0.000249791,-NAN,55624
0,0.01175,0.000245851,-NAN,58055
0,0.012,0.000199962,-NAN,48878
0,0.01225,0.000196563,-NAN,49384
0,0.0125,0.000196301,1.35188E-07,49465
0,0.01275,0.000197288,1.71175E-07,50048
0,0.013,0.000202565,-NAN,52459
0,0.01325,0.000205254,-NAN,52256
0,0.0135,0.000206557,-NAN,53223
0,0.01375,0.000199737,-NAN,53063
0,0.014,0.000190255,-NAN,52463
0,0.01425,0.00018001,-NAN,51556
0,0.0145,0.000166645,-NAN,49294
0,0.01475,0.000160065,-NAN,48923
0,0.015,0.000151228,-NAN,49424
0,0.01525,0.0001475,-NAN,48687
0,0.0155,0.000147794,-NAN,49510
0,0.01575,0.00014752,-NAN,50195
0,0.016,0.00014742,-NAN,50440
0,0.01625,0.0001396,-NAN,48346
0,0.0165,0.000138075,-NAN,46673
0,0.01675,0.000138256,-NAN,46927
0,0.017,0.000135416,1.15139E-07,45800
0,0.01725,0.000128406,1.67004E-07,43816
0,0.0175,0.000121795,2.10536E-07,42219
0,0.01775,0.00011527,2.57591E-07,40648
0,0.018,0.000111619,2.6259E-07,40624
0,0.01825,0.000102804,2.71795E-07,38648
0,0.0185,9.32669E-05,2.91033E-07,36785
0,0.01875,9.05943E-05,3.09257E-07,36282
0,0.019,8.97765E-05,3.16623E-07,36784
0,0.01925,8.77013E-05,3.40625E-07,36719
0,0.0195,8.37113E-05,3.65597E-07,36063
0,0.01975,8.31446E-05,3.80928E-07,36476
0,0.02,8.06216E-05,3.9836E-07,35968
0,0.02025,7.92092E-05,4.18237E-07,35612
0,0.0205,7.4217E-05,4.33783E-07,33796
0,0.02075,7.14541E-05,4.37018E-07,32639
0,0.021,6.91283E-05,4.56416E-07,31312
0,0.02125,6.66098E-05,4.74807E-07,30219
0,0.0215,6.79163E-05,4.88512E-07,30519
0,0.02175,6.79856E-05,4.97461E-07,30555
0,0.022,6.91697E-05,5.03008E-07,30960
0,0.02225,6.83031E-05,5.18496E-07,30715
0,0.0225,6.50937E-05,5.2862E-07,29277
